Text,Marked,Labels
சபையல்நிலை,சபையல் + நிலை, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
முதலாளர்ஆர்,முதலாளர் + ஆர், NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
நகரஎண்,நகரம் + எண், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
பாட்டுவெளி,பாட்டு + வெளி, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
மணம்பரிசு,மணம் + பரிசு, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
ஆராய்ச்சிப்பணம்,ஆராய்ச்சி + பணம், NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
சூழல்வகை,சூழல் + வகை, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
அறிவியல்தொழில்,அறிவியல் + தொழில், NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
பிரதமர்படி,பிரதமர் + படி, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
முகாம்பேட்டி,முகாம் + பேட்டி, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
பாலூட்டல்கவனம்,பாலூட்டல் + கவனம், NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
இளைஞர்அரங்கம்,இளைஞர் + அரங்கம், NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
துறபோர்,துறை + போர், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
சோதனைஉடல்,சோதனை + உடல், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
பதவிவிருது,பதவி + விருது, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
உதவிபணம்,உதவி + பணம், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
அழகியபுகழ்,அழகிய + புகழ், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
அணிகலன்பிரிவு,அணிகலன் + பிரிவு, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
பயணம்சுகம்,பயணம் + சுகம், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
முதல்விலை,முதல் + விலை, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
நகரம்பேட்டி,நகரம் + பேட்டி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
ஆதாரம்பகை,ஆதாரம் + வகை, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
தூரிகைசாலை,தூரிகை + சாலை, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
சிறுவன்பாடல்,சிறுவன் + பாடல், NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
பொதுஅம்சம்,பொது + அம்சம், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
சுதந்திரம்சின்னம்,சுதந்திரம் + சின்னம், NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
சிக்கல்விடு,சிக்கல் + விடு, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
ஆய்வுமுறை,ஆய்வு + முறை, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
அழுக்குநீக்கம்,அழுக்கு + நீக்கம், NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
முன்னணிநாடு,முன்னணி + நாடு, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
பக்கம்கருப்பு,பக்கம் + கருப்பு, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
பழம்சுவை,பழம் + சுவை, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
அளவுவிகிதம்,அளவு + விகிதம், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
தரப்புநிலை,தரப்பு + நிலை, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
எடுப்பில்கொஞ்சம்,எடுப்பில் + கொஞ்சம், NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
துரிதம்திரும்பு,துரிதம் + மாற்றம், NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
அசல்பொருள்,அசல் + பொருள், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
உயிர்நிலை,உயிர் + நிலை, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
பரிசுக்காப்பாற்று,பரிசு + காப்பாற்று, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
பிறப்புசிதைவு,பிறப்பு + சிதைவு, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
காரிகைவிகிதம்,காரிகை + விகிதம், NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
ஆய்வுநாடகம்,ஆய்வு + நாடகம், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
வாதம்செய்தி,வாதம் + செய்தி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
தந்தையாலோசனை,தந்தை + ஆலோசனை, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
பரிசுப்பரிசு,பரிசு + பரிசு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
பெரியவிழா,பெரிய + விழா, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
மூலம்நிலை,மூலம் + நிலை, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
சிறுவன்பரிசு,சிறுவன் + பரிசு, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
உருவாக்கம்முறை,உருவாக்கம் + நெறி, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
மிகவும் உண்டானது,மிகவும் + உண்டானது, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அஞ்சல்மூலம்,அஞ்சல் + மூலம், NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
துறவுக்கையேடு,துறவு + கையேடு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
அறையோரம்,அறை + ஓரம், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
சுகாதாரம்பரிசு,சுகாதாரம் + பரிசு, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
பொதுவாக தொடர்,பொதுவாக + தொடர், NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
இனிமைபாராட்டல்,இனிமை + பாராட்டல், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
நியாயம்நிலை,நியாயம் + நிலை, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
அறிவுமுறைகள்,அறிவு + முறைகள், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
முகாம்புபகுதி,முகாம்பு + பகுதி, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
படிமம்பெற்று,படிமம் + பெற்று, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
செய்திகருவி,செய்தி + கருவி, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
அசோகவார்த்தை,அசோகம் + வார்த்தை, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
பண்டிகைநேரம்,பண்டிகை + நேரம், NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
சவால்பொறுப்பு,சவால் + பொறுப்பு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
பட்டியல்தகவல்,பட்டியல் + தகவல், NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
கட்டுப்பாடுவிகிதம்,கட்டுப்பாடு + விகிதம், NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
கல்விபடிப்பு,கல்வி + படிப்பு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
பயணமாராய்ச்சி,பயணம் + ஆராய்ச்சி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
முதன்மைநிரல்,முதன்மை + நிரல், NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
பயனுள்ளசெயல்,பயனுள்ள + செயல், NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
பேராசிரியர்கருத்து,பேராசிரியர் + கருத்து, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
சிறந்தசிகிச்சை,சிறந்த + சிகிச்சை, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
வணிகவழிகாட்டி,வணிகம் + வழிகாட்டி, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
சந்தாபொருள்,சந்தா + பொருள், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
சுற்றுவணுகல்,சுற்று + அணுகல், NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
சூழல்செயல்திறன்,சூழல் + செயல்திறன், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
நிகழ்ச்சிஉருவாக்கம்,நிகழ்ச்சி + ஊடகம், NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
உண்மைப்பத்தி,உண்மை + பத்தி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
ஊக்கம்பரிசு,ஊக்கம் + பரிசு, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
வினாபதில்,வினா + பதில், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
உருவாக்கம்சார்பு,உருவாக்கம் + சார்பு, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
விளக்கமுயற்சி,விளக்கம் + முயற்சி, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
நிலைகுறிப்புகள்,நிலை + குறிப்புகள், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அடுத்தநாளை,அடுத்த + நாளை, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
அமைப்புட்பொருள்,அமைப்பு + உட்பொருள், NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
தொலைபேசிஇணைப்பு,தொலைபேசி + இணைப்பு, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
புதியதீர்வு,புதிய + தீர்வு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
பாலிடிமுறைகள்,பாலிடி + முறைகள், NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
பின்வாங்குதல்வழி,பின்வாங்குதல் + வழி, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
உழைப்புக்கொடுக்கை,உழைப்பு + கொடுக்கை, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
பார்வைக்கண்ணோட்டம்,பார்வை + கண்ணோட்டம், NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அளவிடற்பரிசு,அளவிடல் + பரிசு, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
நம்பிக்கைவிலை,நம்பிக்கை + விலை, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
பண்பாடுசெயல்,பண்பாடு + செயல், NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
சூழல்மாற்றம்,சூழல் + மாற்றம், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
திறன்பயிற்சி,திறன் + பயிற்சி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
பொதுவாக மேம்பாடு,பொதுவாக + மேம்பாடு, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
முன்னணிவளர்ச்சி,முன்னணி + வளர்ச்சி, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அன்புக்கொடுமை,அன்பு + கொடுமை, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
சேவைகள்சிலவு,சேவைகள் + அளவு, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
பரிசுத்தம்நிலை,பரிசுத்தம் + நிலை, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
கட்டமைப்புமேம்பாடு,கட்டமைப்பு + மேம்பாடு, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
பொறியியல் கற்றல்,பொறியியல் + கற்றல், NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
வெற்றிவார்த்தை,வெற்றி + வார்த்தை, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
பதிவுபயன்பாடு,பதிவு + பயன்பாடு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
திட்டம்செயல்பாடு,திட்டம் + செயல்பாடு, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
பண்புகள்கொள்கை,பண்புக்கள் + கொள்கை, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
கற்பனையனுபவம்,கற்பனை + அனுபவம், NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
சாதனைகள்பாராட்டுகள்,சாதனை + பாராட்டுகள், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
கல்விநிறுவனம்,கல்வி + நிறுவனம், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
உதவிசெயல்கள்,உதவி + செயல்கள், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அளவுகுறைப்பு,அளவு + குறைப்பு, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
மாணவர்கள்பணி,மாணவர்கள் + பணி, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
பொருளாதாரப்பொருள்கள்,பொருளாதாரம் + பொருள்கள், NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
விற்பனைசெயல்,விற்பனை + செயல், NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
செய்திகள்சரிபார்ப்பு,செய்திகள் + சரிபார்ப்பு, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அறிகுறிகள்சிகிச்சை,அறிகுறிகள் + சிகிச்சை, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
அறிவியலாய்வு,அறிவியல் + ஆய்வு, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
பரிசுக்கட்டணங்கள்,பரிசு + கட்டணங்கள், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
பயிற்சித்திட்டம்,பயிற்சி + திட்டம், NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
விளக்கம்படிப்பு,விளக்கம் + படிப்பு, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
சரியானதகவல்கள்,சரியான + தகவல்கள், NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
பயனுள்ளசெயற்பாடுகள்,பயனுள்ள + செயற்பாடுகள், NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
ஆசிரியர்கள்திட்டம்,ஆசிரியர்கள் + திட்டம், NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
இலக்குசெயல்,இலக்கு + செயல், NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
நிர்வாகப்பணிகள்,நிர்வாகம் + பணிகள், NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
புரிதல்பணி,புரிதல் + பணி, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
கட்டிடங்கள்பயன்பாடு,கட்டிடங்கள் + பயன்பாடு, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
தளர்வுமாற்றம்,தளர்வு + மாற்றம், NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
கல்விசெயல்பாடு,கல்வி + செயல்பாடு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
நீதியுரை,நீதி + உரை, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
சிறப்புபயிற்சி,சிறப்பு + பயிற்சி, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
விளையாட்டுவீரர்கள்,விளையாட்டு + வீரர்கள், NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
ஆரோக்கியம்மேம்பாடு,ஆரோக்கியம் + மேம்பாடு, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
சங்கர்மாதிரி,சங்கர் + மாதிரி, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
முகப்புஅறிவு,முகப்பு + அறிவு, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
நடவடிக்கைத்திறன்,நடவடிக்கை + திறன், NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
கைவரி,கை + வரி, NSP NSP NSP SP NSP NSP NSP NSP
விளக்கங்கள்படிமம்,விளக்கங்கள் + படிமம், NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
நண்பர்கள்கருத்து,நண்பர்கள் + கருத்து, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
சங்கஞ்சலன்,சங்கம் + அஞ்சலன், NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
கிடைத்தற்கிழங்கு,கிடைத்தல் + கிழங்கு, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
விரும்புதல்தது,விரும்புதல் + அது, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
சொல்வதிவிரும்பு,சொல்வதை + விரும்பு, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
பரிசெடு,பரிசு + எடு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
கல்லோர,கல்லில் + ஓர், NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
காதலொரு,காதல் + ஒரு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
புதுரை,புது + உரை, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
கடைப்பக்கம்,கடை + பக்கம், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
அரசறிவு,அரசு + அறிவு, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
புதையண்,புதை + மண், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
வணக்கம்சொல்,வணக்கம் + சொல், NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
பழம்பலம்,பழம் + பலம், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
நாளுரை,நாள் + உரை, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
காட்சிபரிமாற்றம்,காட்சி + பரிமாற்றம், NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
பார்வைமூலம்,பார்வை + மூலம், NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
கேள்விபதில்,கேள்வி + பதில், NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
நூலொட்டகம்,நூல் + ஒட்டகம், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
குறைவுப்பரிசு,குறைவு + பரிசு, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
உதவிசெயல்,உதவி + செயல், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
பொதியுரை,பொதி + உரை, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
பெருக்கம்சாதனை,பெருக்கம் + சாதனை, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
பிரதிவீடு,பிரதி + வீடு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
பதிவுவழி,பதிவு + வழி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
சிலதொகுப்பு,சில + தொகுப்பு, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
சர்வதேசநாள்,சர்வதேச + நாள், NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
வாழ்வுடன்,வாழ்வு + உடன், NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
அதிர்ச்சியாசைவு,அதிர்ச்சி + அசைவு, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
சாதனைகோடி,சாதனை + கோடி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
சிறப்புவணிகம்,சிறப்பு + வணிகம், NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
நகைசெல்,நகை + செல், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
பிறந்தநாள்கொண்டாடல்,பிறந்த நாள் + கொண்டாடல், NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
கண்அடி,கணம் + அடி, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
கேள்விபதிலிடு,கேள்வி + பதிலிடு, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
குரலுதவி,குரல் + உதவி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
சிதைவுநுணவு,சிதைவு + உணவு, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
பார்வைத்திரை,பார்வை + திரை, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
காணலுள்,காணல் + உள், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
தெரிவென,தெரிவு + என, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP
நேசமகம்,நேசம் + அகம், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
காலோடு,காலம் + ஓடு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
உதவிபணி,உதவி + பணி, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
படிப்பொப்புதல்,படிப்பு + ஒப்புதல், NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
உதயமரு,உதய + மரு, NSP NSP NSP NSP SP NSP NSP NSP NSP
பழமகோடி,பழம் + கோடி, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
வயிறுரை,வயிறு + உரை, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
சாத்தியிரு,சாத்தியம் + இரு, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
உறுதிசெயல்,உறுதி + செயல், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
தகவுஉட்டம்,தகவு + ஊட்டம், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
பதிவுஎண்ணிக்கை,பதிவு + எண்ணிக்கை, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
தற்கால்கணக்கு,தற்கால + கணக்கு, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
மதிப்புமுறை,மதிப்பு + முறை, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
பூமிபக்கம்,பூமி + பக்கம், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
சந்திப்புநேரம்,சந்திப்பு + நேரம், NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
நாட்காட்டிப்பெட்டி,நாட்காட்டி + பெட்டி, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
நகர்முன்னணி,நகர் + முன்னணி, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
சுற்றுவழி,சுற்று + வழி, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
